Year,State,Sex,Educational,Median_Weekly
2017,South Australia,Female,Advanced Diploma or Diploma,900.0
2017,South Australia,Female,Certificate III or IV,729.6
2017,South Australia,Female,Year 12 or equivalent,700.0
2017,South Australia,Female,Year 11 or equivalent,750.0
2017,South Australia,Female,Year 10 or equivalent,512.9
2017,Western Australia,Male,Postgraduate Degree,1825.4
2017,Western Australia,Male,Graduate Diploma or Certificate,1907.2
2017,Western Australia,Male,Bachelor Degree,1600.0
2017,Western Australia,Male,Advanced Diploma or Diploma,1500.0
2017,Western Australia,Male,Certificate III or IV,1460.4
2017,Western Australia,Male,Year 12 or equivalent,985.8
2017,Western Australia,Male,Year 11 or equivalent,1340.0
2017,Western Australia,Male,Year 10 or equivalent,1114.3
2017,Western Australia,Female,Postgraduate Degree,1294.0
2017,Western Australia,Female,Graduate Diploma or Certificate,1300.0
2017,Western Australia,Female,Bachelor Degree,1191.2
2017,Western Australia,Female,Advanced Diploma or Diploma,908.1
2017,Western Australia,Female,Certificate III or IV,744.0
2017,Western Australia,Female,Year 12 or equivalent,700.0
2017,Western Australia,Female,Year 11 or equivalent,611.2
2017,Western Australia,Female,Year 10 or equivalent,660.6
2017,Tasmania,Male,Postgraduate Degree,1892.6
2017,Tasmania,Male,Graduate Diploma or Certificate,0.0
2017,Tasmania,Male,Bachelor Degree,1363.2
2017,Tasmania,Male,Advanced Diploma or Diploma,1179.1
2017,Tasmania,Male,Certificate III or IV,1127.6
2017,Tasmania,Male,Year 12 or equivalent,846.4
2017,Tasmania,Male,Year 11 or equivalent,813.5
2017,Tasmania,Male,Year 10 or equivalent,995.3
2017,Tasmania,Female,Postgraduate Degree,1023.9
2017,Tasmania,Female,Graduate Diploma or Certificate,996.6
2017,Tasmania,Female,Bachelor Degree,1098.3
2017,Tasmania,Female,Advanced Diploma or Diploma,900.0
2017,Tasmania,Female,Certificate III or IV,659.2
2017,Tasmania,Female,Year 12 or equivalent,550.0
2017,Tasmania,Female,Year 11 or equivalent,552.2
2017,Tasmania,Female,Year 10 or equivalent,600.0
2017,Northern Territory,Male,Postgraduate Degree,1902.4
2017,Northern Territory,Male,Graduate Diploma or Certificate,0.0
2017,Northern Territory,Male,Bachelor Degree,1620.0
2017,Northern Territory,Male,Advanced Diploma or Diploma,1620.7
2017,Northern Territory,Male,Certificate III or IV,1500.0
2017,Northern Territory,Male,Year 12 or equivalent,1000.0
2017,Northern Territory,Male,Year 11 or equivalent,1030.4
2017,Northern Territory,Male,Year 10 or equivalent,1052.6
2017,Northern Territory,Female,Postgraduate Degree,1445.3
2017,Northern Territory,Female,Graduate Diploma or Certificate,1486.2
2017,Northern Territory,Female,Bachelor Degree,1249.4
2017,Northern Territory,Female,Advanced Diploma or Diploma,1250.0
2017,Northern Territory,Female,Certificate III or IV,1050.0
2017,Northern Territory,Female,Year 12 or equivalent,800.0
2017,Northern Territory,Female,Year 11 or equivalent,1135.8
2017,Northern Territory,Female,Year 10 or equivalent,740.5
2017,Australian Capital Territory,Male,Postgraduate Degree,2000.0
2017,Australian Capital Territory,Male,Graduate Diploma or Certificate,1880.0
2017,Australian Capital Territory,Male,Bachelor Degree,1691.8
2017,Australian Capital Territory,Male,Advanced Diploma or Diploma,1580.5
2017,Australian Capital Territory,Male,Certificate III or IV,1419.3
2017,Australian Capital Territory,Male,Year 12 or equivalent,1050.0
2017,Australian Capital Territory,Male,Year 11 or equivalent,0.0
2017,Australian Capital Territory,Male,Year 10 or equivalent,1277.9
2017,Australian Capital Territory,Female,Postgraduate Degree,1562.5
2017,Australian Capital Territory,Female,Graduate Diploma or Certificate,1528.0
2017,Australian Capital Territory,Female,Bachelor Degree,1250.0
2017,Australian Capital Territory,Female,Advanced Diploma or Diploma,1243.0
2017,Australian Capital Territory,Female,Certificate III or IV,975.3
2017,Australian Capital Territory,Female,Year 12 or equivalent,769.1
2017,Australian Capital Territory,Female,Year 11 or equivalent,0.0
2017,Australian Capital Territory,Female,Year 10 or equivalent,587.3
2017,Total,Male,Postgraduate Degree,1801.1
2017,Total,Male,Graduate Diploma or Certificate,1721.0
2017,Total,Male,Bachelor Degree,1504.1
2017,Total,Male,Advanced Diploma or Diploma,1300.0
2017,Total,Male,Certificate III or IV,1232.4
2017,Total,Male,Year 12 or equivalent,937.4
2017,Total,Male,Year 11 or equivalent,905.2
2017,Total,Male,Year 10 or equivalent,1000.0
2017,Total,Female,Postgraduate Degree,1351.9
2017,Total,Female,Graduate Diploma or Certificate,1250.0
2017,Total,Female,Bachelor Degree,1150.0
2017,Total,Female,Advanced Diploma or Diploma,900.0
2017,Total,Female,Certificate III or IV,781.7
2017,Total,Female,Year 12 or equivalent,700.0
2017,Total,Female,Year 11 or equivalent,596.8
2017,Total,Female,Year 10 or equivalent,707.7
2018,New South Wales,Male,Postgraduate Degree,1769.4
2018,New South Wales,Male,Graduate Diploma or Certificate,1940.2
2018,New South Wales,Male,Bachelor Degree,1612.7
2018,New South Wales,Male,Advanced Diploma or Diploma,1434.2
2018,New South Wales,Male,Certificate III or IV,1298.0
2018,New South Wales,Male,Year 12 or equivalent,950.0
2018,New South Wales,Male,Year 11 or equivalent,856.3
2018,New South Wales,Male,Year 10 or equivalent,1002.5
2018,New South Wales,Female,Postgraduate Degree,1500.0
2018,New South Wales,Female,Graduate Diploma or Certificate,1082.8
2018,New South Wales,Female,Bachelor Degree,1202.7
2018,New South Wales,Female,Advanced Diploma or Diploma,950.0
2018,New South Wales,Female,Certificate III or IV,811.2
2018,New South Wales,Female,Year 12 or equivalent,716.1
2018,New South Wales,Female,Year 11 or equivalent,407.9
2018,New South Wales,Female,Year 10 or equivalent,800.0
2018,Victoria,Male,Postgraduate Degree,1600.0
2018,Victoria,Male,Graduate Diploma or Certificate,1725.0
2018,Victoria,Male,Bachelor Degree,1442.5
2018,Victoria,Male,Advanced Diploma or Diploma,1358.3
2018,Victoria,Male,Certificate III or IV,1300.0
2018,Victoria,Male,Year 12 or equivalent,1000.0
2018,Victoria,Male,Year 11 or equivalent,1021.0
2018,Victoria,Male,Year 10 or equivalent,968.2
2018,Victoria,Female,Postgraduate Degree,1250.0
2018,Victoria,Female,Graduate Diploma or Certificate,1200.0
2018,Victoria,Female,Bachelor Degree,1130.3
2018,Victoria,Female,Advanced Diploma or Diploma,917.4
2018,Victoria,Female,Certificate III or IV,814.5
2018,Victoria,Female,Year 12 or equivalent,654.9
2018,Victoria,Female,Year 11 or equivalent,666.9
2018,Victoria,Female,Year 10 or equivalent,625.9
2018,Queensland,Male,Postgraduate Degree,2021.9
2018,Queensland,Male,Graduate Diploma or Certificate,1723.6
2018,Queensland,Male,Bachelor Degree,1600.0
2018,Queensland,Male,Advanced Diploma or Diploma,1457.0
2018,Queensland,Male,Certificate III or IV,1400.0
2018,Queensland,Male,Year 12 or equivalent,931.8
2018,Queensland,Male,Year 11 or equivalent,900.0
2018,Queensland,Male,Year 10 or equivalent,1112.7
2018,Queensland,Female,Postgraduate Degree,1339.3
2018,Queensland,Female,Graduate Diploma or Certificate,1397.1
2018,Queensland,Female,Bachelor Degree,1162.1
2018,Queensland,Female,Advanced Diploma or Diploma,995.6
2018,Queensland,Female,Certificate III or IV,799.5
2018,Queensland,Female,Year 12 or equivalent,758.5
2018,Queensland,Female,Year 11 or equivalent,536.2
2018,Queensland,Female,Year 10 or equivalent,782.6
2018,South Australia,Male,Postgraduate Degree,1495.9
2018,South Australia,Male,Graduate Diploma or Certificate,1606.1
2018,South Australia,Male,Bachelor Degree,1545.4
2018,South Australia,Male,Advanced Diploma or Diploma,1244.5
2018,South Australia,Male,Certificate III or IV,1200.0
2018,South Australia,Male,Year 12 or equivalent,950.0
2018,South Australia,Male,Year 11 or equivalent,958.8
2018,South Australia,Male,Year 10 or equivalent,987.8
2018,South Australia,Female,Postgraduate Degree,1300.0
2018,South Australia,Female,Graduate Diploma or Certificate,1394.5
2018,South Australia,Female,Bachelor Degree,1131.7
2018,South Australia,Female,Advanced Diploma or Diploma,924.3
2018,South Australia,Female,Certificate III or IV,750.0
2018,South Australia,Female,Year 12 or equivalent,700.0
2018,South Australia,Female,Year 11 or equivalent,700.0
2018,South Australia,Female,Year 10 or equivalent,495.4
2018,Western Australia,Male,Postgraduate Degree,2005.1
2018,Western Australia,Male,Graduate Diploma or Certificate,2026.8
2018,Western Australia,Male,Bachelor Degree,1853.9
2018,Western Australia,Male,Advanced Diploma or Diploma,1459.2
2018,Western Australia,Male,Certificate III or IV,1600.0
2018,Western Australia,Male,Year 12 or equivalent,1000.0
2018,Western Australia,Male,Year 11 or equivalent,1133.4
2018,Western Australia,Male,Year 10 or equivalent,1184.7
2018,Western Australia,Female,Postgraduate Degree,1396.4
2018,Western Australia,Female,Graduate Diploma or Certificate,1250.0
2018,Western Australia,Female,Bachelor Degree,1250.0
2018,Western Australia,Female,Advanced Diploma or Diploma,950.0
2018,Western Australia,Female,Certificate III or IV,787.6
2018,Western Australia,Female,Year 12 or equivalent,800.0
2018,Western Australia,Female,Year 11 or equivalent,770.8
2018,Western Australia,Female,Year 10 or equivalent,572.5
2018,Tasmania,Male,Postgraduate Degree,1212.7
2018,Tasmania,Male,Graduate Diploma or Certificate,2052.3
2018,Tasmania,Male,Bachelor Degree,1500.9
2018,Tasmania,Male,Advanced Diploma or Diploma,1451.3
2018,Tasmania,Male,Certificate III or IV,1152.9
2018,Tasmania,Male,Year 12 or equivalent,769.9
2018,Tasmania,Male,Year 11 or equivalent,694.2
2018,Tasmania,Male,Year 10 or equivalent,1027.5
2018,Tasmania,Female,Postgraduate Degree,1662.0
2018,Tasmania,Female,Graduate Diploma or Certificate,1270.2
2018,Tasmania,Female,Bachelor Degree,1058.5
2018,Tasmania,Female,Advanced Diploma or Diploma,909.1
2018,Tasmania,Female,Certificate III or IV,756.8
2018,Tasmania,Female,Year 12 or equivalent,600.0
2018,Tasmania,Female,Year 11 or equivalent,375.4
2018,Tasmania,Female,Year 10 or equivalent,634.2
2018,Northern Territory,Male,Postgraduate Degree,1746.9
2018,Northern Territory,Male,Graduate Diploma or Certificate,0.0
2018,Northern Territory,Male,Bachelor Degree,1350.0
2018,Northern Territory,Male,Advanced Diploma or Diploma,1650.0
2018,Northern Territory,Male,Certificate III or IV,1500.0
2018,Northern Territory,Male,Year 12 or equivalent,1201.4
2018,Northern Territory,Male,Year 11 or equivalent,1142.9
2018,Northern Territory,Male,Year 10 or equivalent,1000.0
2018,Northern Territory,Female,Postgraduate Degree,1391.6
2018,Northern Territory,Female,Graduate Diploma or Certificate,1461.6
2018,Northern Territory,Female,Bachelor Degree,1443.6
2018,Northern Territory,Female,Advanced Diploma or Diploma,1246.6
2018,Northern Territory,Female,Certificate III or IV,1056.1
2018,Northern Territory,Female,Year 12 or equivalent,936.2
2018,Northern Territory,Female,Year 11 or equivalent,1076.3
2018,Northern Territory,Female,Year 10 or equivalent,1058.4
2018,Australian Capital Territory,Male,Postgraduate Degree,1937.0
2018,Australian Capital Territory,Male,Graduate Diploma or Certificate,1517.9
2018,Australian Capital Territory,Male,Bachelor Degree,1620.0
2018,Australian Capital Territory,Male,Advanced Diploma or Diploma,1216.2
2018,Australian Capital Territory,Male,Certificate III or IV,1462.4
2018,Australian Capital Territory,Male,Year 12 or equivalent,1043.7
2018,Australian Capital Territory,Male,Year 11 or equivalent,0.0
2018,Australian Capital Territory,Male,Year 10 or equivalent,937.7
2018,Australian Capital Territory,Female,Postgraduate Degree,1500.0
2018,Australian Capital Territory,Female,Graduate Diploma or Certificate,1642.3
2018,Australian Capital Territory,Female,Bachelor Degree,1399.8
2018,Australian Capital Territory,Female,Advanced Diploma or Diploma,1250.0
2018,Australian Capital Territory,Female,Certificate III or IV,1089.9
2018,Australian Capital Territory,Female,Year 12 or equivalent,850.0
2018,Australian Capital Territory,Female,Year 11 or equivalent,0.0
2018,Australian Capital Territory,Female,Year 10 or equivalent,601.9
2018,Total,Male,Postgraduate Degree,1750.0
2018,Total,Male,Graduate Diploma or Certificate,1875.3
2018,Total,Male,Bachelor Degree,1564.0
2018,Total,Male,Advanced Diploma or Diploma,1399.8
2018,Total,Male,Certificate III or IV,1321.6
2018,Total,Male,Year 12 or equivalent,980.0
2018,Total,Male,Year 11 or equivalent,963.8
2018,Total,Male,Year 10 or equivalent,1013.2
2018,Total,Female,Postgraduate Degree,1356.2
2018,Total,Female,Graduate Diploma or Certificate,1250.0
2018,Total,Female,Bachelor Degree,1190.0
2018,Total,Female,Advanced Diploma or Diploma,961.0
2018,Total,Female,Certificate III or IV,800.0
2018,Total,Female,Year 12 or equivalent,726.5
2018,Total,Female,Year 11 or equivalent,597.7
2018,Total,Female,Year 10 or equivalent,750.0
2019,New South Wales,Male,Postgraduate Degree,1841.0
2019,New South Wales,Male,Graduate Diploma or Certificate,1831.7
2019,New South Wales,Male,Bachelor Degree,1537.0
2019,New South Wales,Male,Advanced Diploma or Diploma,1433.5
2019,New South Wales,Male,Certificate III or IV,1300.0
2019,New South Wales,Male,Year 12 or equivalent,977.1
2019,New South Wales,Male,Year 11 or equivalent,727.9
2019,New South Wales,Male,Year 10 or equivalent,1000.0
2019,New South Wales,Female,Postgraduate Degree,1500.0
2019,New South Wales,Female,Graduate Diploma or Certificate,1499.9
2019,New South Wales,Female,Bachelor Degree,1249.9
2019,New South Wales,Female,Advanced Diploma or Diploma,1100.0
2019,New South Wales,Female,Certificate III or IV,900.0
2019,New South Wales,Female,Year 12 or equivalent,704.8
2019,New South Wales,Female,Year 11 or equivalent,315.5
2019,New South Wales,Female,Year 10 or equivalent,731.4
2019,Victoria,Male,Postgraduate Degree,1666.5
2019,Victoria,Male,Graduate Diploma or Certificate,1809.1
2019,Victoria,Male,Bachelor Degree,1500.0
2019,Victoria,Male,Advanced Diploma or Diploma,1338.4
2019,Victoria,Male,Certificate III or IV,1275.2
2019,Victoria,Male,Year 12 or equivalent,943.4
2019,Victoria,Male,Year 11 or equivalent,1000.0
2019,Victoria,Male,Year 10 or equivalent,999.4
2019,Victoria,Female,Postgraduate Degree,1430.4
2019,Victoria,Female,Graduate Diploma or Certificate,1188.4
2019,Victoria,Female,Bachelor Degree,1150.0
2019,Victoria,Female,Advanced Diploma or Diploma,900.0
2019,Victoria,Female,Certificate III or IV,801.5
2019,Victoria,Female,Year 12 or equivalent,700.0
2019,Victoria,Female,Year 11 or equivalent,531.4
2019,Victoria,Female,Year 10 or equivalent,550.0
2019,Queensland,Male,Postgraduate Degree,1733.6
2019,Queensland,Male,Graduate Diploma or Certificate,1593.4
2019,Queensland,Male,Bachelor Degree,1580.8
2019,Queensland,Male,Advanced Diploma or Diploma,1500.0
2019,Queensland,Male,Certificate III or IV,1399.9
2019,Queensland,Male,Year 12 or equivalent,1000.0
2019,Queensland,Male,Year 11 or equivalent,983.9
2019,Queensland,Male,Year 10 or equivalent,1094.2
2019,Queensland,Female,Postgraduate Degree,1437.9
2019,Queensland,Female,Graduate Diploma or Certificate,1250.9
2019,Queensland,Female,Bachelor Degree,1250.0
2019,Queensland,Female,Advanced Diploma or Diploma,958.4
2019,Queensland,Female,Certificate III or IV,899.5
2019,Queensland,Female,Year 12 or equivalent,774.3
2019,Queensland,Female,Year 11 or equivalent,657.6
2019,Queensland,Female,Year 10 or equivalent,653.0
2019,South Australia,Male,Postgraduate Degree,1514.7
2019,South Australia,Male,Graduate Diploma or Certificate,1807.6
2019,South Australia,Male,Bachelor Degree,1534.0
2019,South Australia,Male,Advanced Diploma or Diploma,1450.0
2019,South Australia,Male,Certificate III or IV,1244.8
2019,South Australia,Male,Year 12 or equivalent,922.4
2019,South Australia,Male,Year 11 or equivalent,1034.5
2019,South Australia,Male,Year 10 or equivalent,1000.0
2019,South Australia,Female,Postgraduate Degree,1438.4
2019,South Australia,Female,Graduate Diploma or Certificate,1022.5
2019,South Australia,Female,Bachelor Degree,1100.0
2019,South Australia,Female,Advanced Diploma or Diploma,925.0
2019,South Australia,Female,Certificate III or IV,859.0
2019,South Australia,Female,Year 12 or equivalent,673.3
2019,South Australia,Female,Year 11 or equivalent,634.2
2019,South Australia,Female,Year 10 or equivalent,499.9
2019,Western Australia,Male,Postgraduate Degree,1749.2
2019,Western Australia,Male,Graduate Diploma or Certificate,1695.1
2019,Western Australia,Male,Bachelor Degree,1953.7
2019,Western Australia,Male,Advanced Diploma or Diploma,1478.8
2019,Western Australia,Male,Certificate III or IV,1600.0
2019,Western Australia,Male,Year 12 or equivalent,1048.4
2019,Western Australia,Male,Year 11 or equivalent,1200.0
2019,Western Australia,Male,Year 10 or equivalent,1424.0
2019,Western Australia,Female,Postgraduate Degree,1342.9
2019,Western Australia,Female,Graduate Diploma or Certificate,1370.3
2019,Western Australia,Female,Bachelor Degree,1275.1
2019,Western Australia,Female,Advanced Diploma or Diploma,1000.0
2019,Western Australia,Female,Certificate III or IV,851.2
2019,Western Australia,Female,Year 12 or equivalent,836.1
2019,Western Australia,Female,Year 11 or equivalent,734.0
2019,Western Australia,Female,Year 10 or equivalent,771.2
2019,Tasmania,Male,Postgraduate Degree,1370.6
2019,Tasmania,Male,Graduate Diploma or Certificate,1601.2
2019,Tasmania,Male,Bachelor Degree,1348.6
2019,Tasmania,Male,Advanced Diploma or Diploma,1289.4
2019,Tasmania,Male,Certificate III or IV,1250.0
2019,Tasmania,Male,Year 12 or equivalent,900.0
2019,Tasmania,Male,Year 11 or equivalent,499.1
2019,Tasmania,Male,Year 10 or equivalent,939.9
2019,Tasmania,Female,Postgraduate Degree,1200.0
2019,Tasmania,Female,Graduate Diploma or Certificate,1146.4
2019,Tasmania,Female,Bachelor Degree,1183.9
2019,Tasmania,Female,Advanced Diploma or Diploma,951.3
2019,Tasmania,Female,Certificate III or IV,750.0
2019,Tasmania,Female,Year 12 or equivalent,749.0
2019,Tasmania,Female,Year 11 or equivalent,389.7
2019,Tasmania,Female,Year 10 or equivalent,757.5
2019,Northern Territory,Male,Postgraduate Degree,1798.6
2019,Northern Territory,Male,Graduate Diploma or Certificate,0.0
2019,Northern Territory,Male,Bachelor Degree,1750.0
2019,Northern Territory,Male,Advanced Diploma or Diploma,1714.9
2019,Northern Territory,Male,Certificate III or IV,1500.0
2019,Northern Territory,Male,Year 12 or equivalent,1000.0
2019,Northern Territory,Male,Year 11 or equivalent,1050.0
2019,Northern Territory,Male,Year 10 or equivalent,690.5
2019,Northern Territory,Female,Postgraduate Degree,1550.4
2019,Northern Territory,Female,Graduate Diploma or Certificate,0.0
2019,Northern Territory,Female,Bachelor Degree,1344.8
2019,Northern Territory,Female,Advanced Diploma or Diploma,1000.0
2019,Northern Territory,Female,Certificate III or IV,1003.1
2019,Northern Territory,Female,Year 12 or equivalent,958.0
2019,Northern Territory,Female,Year 11 or equivalent,834.9
2019,Northern Territory,Female,Year 10 or equivalent,800.0
2019,Australian Capital Territory,Male,Postgraduate Degree,2093.1
2019,Australian Capital Territory,Male,Graduate Diploma or Certificate,0.0
2019,Australian Capital Territory,Male,Bachelor Degree,1600.0
2019,Australian Capital Territory,Male,Advanced Diploma or Diploma,1581.9
2019,Australian Capital Territory,Male,Certificate III or IV,1506.1
2019,Australian Capital Territory,Male,Year 12 or equivalent,1161.2
2019,Australian Capital Territory,Male,Year 11 or equivalent,0.0
2019,Australian Capital Territory,Male,Year 10 or equivalent,1103.8
2019,Australian Capital Territory,Female,Postgraduate Degree,1702.0
2019,Australian Capital Territory,Female,Graduate Diploma or Certificate,1353.5
2019,Australian Capital Territory,Female,Bachelor Degree,1361.3
2019,Australian Capital Territory,Female,Advanced Diploma or Diploma,1504.1
2019,Australian Capital Territory,Female,Certificate III or IV,1184.5
2019,Australian Capital Territory,Female,Year 12 or equivalent,713.6
2019,Australian Capital Territory,Female,Year 11 or equivalent,0.0
2019,Australian Capital Territory,Female,Year 10 or equivalent,708.9
2019,Total,Male,Postgraduate Degree,1750.0
2019,Total,Male,Graduate Diploma or Certificate,1821.0
2019,Total,Male,Bachelor Degree,1570.0
2019,Total,Male,Advanced Diploma or Diploma,1438.0
2019,Total,Male,Certificate III or IV,1357.1
2019,Total,Male,Year 12 or equivalent,977.6
2019,Total,Male,Year 11 or equivalent,980.0
2019,Total,Male,Year 10 or equivalent,1000.0
2019,Total,Female,Postgraduate Degree,1438.0
2019,Total,Female,Graduate Diploma or Certificate,1300.0
2019,Total,Female,Bachelor Degree,1205.4
2019,Total,Female,Advanced Diploma or Diploma,994.0
2019,Total,Female,Certificate III or IV,863.9
2019,Total,Female,Year 12 or equivalent,749.0
2019,Total,Female,Year 11 or equivalent,529.1
2019,Total,Female,Year 10 or equivalent,700.0
2020,New South Wales,Male,Postgraduate Degree,2000.0
2020,New South Wales,Male,Graduate Diploma or Certificate,1834.9
2020,New South Wales,Male,Bachelor Degree,1600.0
2020,New South Wales,Male,Advanced Diploma or Diploma,1400.0
2020,New South Wales,Male,Certificate III or IV,1290.0
2020,New South Wales,Male,Year 12 or equivalent,966.8
2020,New South Wales,Male,Year 11 or equivalent,813.8
2020,New South Wales,Male,Year 10 or equivalent,1100.0
2020,New South Wales,Female,Postgraduate Degree,1499.9
2020,New South Wales,Female,Graduate Diploma or Certificate,1352.5
2020,New South Wales,Female,Bachelor Degree,1250.0
2020,New South Wales,Female,Advanced Diploma or Diploma,1000.0
2020,New South Wales,Female,Certificate III or IV,900.0
2020,New South Wales,Female,Year 12 or equivalent,750.0
2020,New South Wales,Female,Year 11 or equivalent,658.3
2020,New South Wales,Female,Year 10 or equivalent,803.8
2020,Victoria,Male,Postgraduate Degree,1726.0
2020,Victoria,Male,Graduate Diploma or Certificate,1965.3
2020,Victoria,Male,Bachelor Degree,1545.7
2020,Victoria,Male,Advanced Diploma or Diploma,1300.5
2020,Victoria,Male,Certificate III or IV,1280.0
2020,Victoria,Male,Year 12 or equivalent,923.4
2020,Victoria,Male,Year 11 or equivalent,1040.4
2020,Victoria,Male,Year 10 or equivalent,1014.0
2020,Victoria,Female,Postgraduate Degree,1369.2
2020,Victoria,Female,Graduate Diploma or Certificate,1332.4
2020,Victoria,Female,Bachelor Degree,1157.2
2020,Victoria,Female,Advanced Diploma or Diploma,862.6
2020,Victoria,Female,Certificate III or IV,800.0
2020,Victoria,Female,Year 12 or equivalent,850.0
2020,Victoria,Female,Year 11 or equivalent,750.0
2020,Victoria,Female,Year 10 or equivalent,750.0
2020,Queensland,Male,Postgraduate Degree,1738.3
2020,Queensland,Male,Graduate Diploma or Certificate,1611.8
2020,Queensland,Male,Bachelor Degree,1500.0
2020,Queensland,Male,Advanced Diploma or Diploma,1389.0
2020,Queensland,Male,Certificate III or IV,1309.3
2020,Queensland,Male,Year 12 or equivalent,967.8
2020,Queensland,Male,Year 11 or equivalent,745.4
2020,Queensland,Male,Year 10 or equivalent,1020.7
2020,Queensland,Female,Postgraduate Degree,1515.1
2020,Queensland,Female,Graduate Diploma or Certificate,1510.6
2020,Queensland,Female,Bachelor Degree,1240.0
2020,Queensland,Female,Advanced Diploma or Diploma,1050.7
2020,Queensland,Female,Certificate III or IV,850.0
2020,Queensland,Female,Year 12 or equivalent,807.2
2020,Queensland,Female,Year 11 or equivalent,566.1
2020,Queensland,Female,Year 10 or equivalent,755.0
2020,South Australia,Male,Postgraduate Degree,1840.7
2020,South Australia,Male,Graduate Diploma or Certificate,1909.3
2020,South Australia,Male,Bachelor Degree,1596.3
2020,South Australia,Male,Advanced Diploma or Diploma,1312.9
2020,South Australia,Male,Certificate III or IV,1219.7
2020,South Australia,Male,Year 12 or equivalent,898.1
2020,South Australia,Male,Year 11 or equivalent,900.0
2020,South Australia,Male,Year 10 or equivalent,892.6
2020,South Australia,Female,Postgraduate Degree,1440.9
2020,South Australia,Female,Graduate Diploma or Certificate,1510.4
2020,South Australia,Female,Bachelor Degree,1200.0
2020,South Australia,Female,Advanced Diploma or Diploma,999.5
2020,South Australia,Female,Certificate III or IV,889.8
2020,South Australia,Female,Year 12 or equivalent,750.0
2020,South Australia,Female,Year 11 or equivalent,750.0
2020,South Australia,Female,Year 10 or equivalent,815.7
2020,Western Australia,Male,Postgraduate Degree,2015.5
2020,Western Australia,Male,Graduate Diploma or Certificate,2000.0
2020,Western Australia,Male,Bachelor Degree,1923.5
2020,Western Australia,Male,Advanced Diploma or Diploma,1777.1
2020,Western Australia,Male,Certificate III or IV,1733.7
2020,Western Australia,Male,Year 12 or equivalent,1002.9
2020,Western Australia,Male,Year 11 or equivalent,1000.0
2020,Western Australia,Male,Year 10 or equivalent,1091.2
2020,Western Australia,Female,Postgraduate Degree,1397.2
2020,Western Australia,Female,Graduate Diploma or Certificate,1608.0
2020,Western Australia,Female,Bachelor Degree,1287.6
2020,Western Australia,Female,Advanced Diploma or Diploma,898.8
2020,Western Australia,Female,Certificate III or IV,897.8
2020,Western Australia,Female,Year 12 or equivalent,750.0
2020,Western Australia,Female,Year 11 or equivalent,756.0
2020,Western Australia,Female,Year 10 or equivalent,750.0
2020,Tasmania,Male,Postgraduate Degree,1411.2
2020,Tasmania,Male,Graduate Diploma or Certificate,1608.2
2020,Tasmania,Male,Bachelor Degree,1513.4
2020,Tasmania,Male,Advanced Diploma or Diploma,1468.3
2020,Tasmania,Male,Certificate III or IV,1206.4
2020,Tasmania,Male,Year 12 or equivalent,975.4
2020,Tasmania,Male,Year 11 or equivalent,750.0
2020,Tasmania,Male,Year 10 or equivalent,1019.6
2020,Tasmania,Female,Postgraduate Degree,1377.3
2020,Tasmania,Female,Graduate Diploma or Certificate,1463.2
2020,Tasmania,Female,Bachelor Degree,1150.0
2020,Tasmania,Female,Advanced Diploma or Diploma,1000.0
2020,Tasmania,Female,Certificate III or IV,801.7
2020,Tasmania,Female,Year 12 or equivalent,750.0
2020,Tasmania,Female,Year 11 or equivalent,559.0
2020,Tasmania,Female,Year 10 or equivalent,750.0
2020,Northern Territory,Male,Postgraduate Degree,1338.4
2020,Northern Territory,Male,Graduate Diploma or Certificate,0.0
2020,Northern Territory,Male,Bachelor Degree,1354.1
2020,Northern Territory,Male,Advanced Diploma or Diploma,1678.5
2020,Northern Territory,Male,Certificate III or IV,1520.8
2020,Northern Territory,Male,Year 12 or equivalent,1000.0
2020,Northern Territory,Male,Year 11 or equivalent,974.3
