Year,State,Sex,Educational,Median_Weekly
2020,Northern Territory,Male,Year 10 or equivalent,950.0
2020,Northern Territory,Female,Postgraduate Degree,1529.6
2020,Northern Territory,Female,Graduate Diploma or Certificate,1639.7
2020,Northern Territory,Female,Bachelor Degree,1368.6
2020,Northern Territory,Female,Advanced Diploma or Diploma,1273.1
2020,Northern Territory,Female,Certificate III or IV,1051.1
2020,Northern Territory,Female,Year 12 or equivalent,918.2
2020,Northern Territory,Female,Year 11 or equivalent,889.3
2020,Northern Territory,Female,Year 10 or equivalent,798.0
2020,Australian Capital Territory,Male,Postgraduate Degree,2080.7
2020,Australian Capital Territory,Male,Graduate Diploma or Certificate,0.0
2020,Australian Capital Territory,Male,Bachelor Degree,1818.2
2020,Australian Capital Territory,Male,Advanced Diploma or Diploma,1942.9
2020,Australian Capital Territory,Male,Certificate III or IV,1308.6
2020,Australian Capital Territory,Male,Year 12 or equivalent,1097.4
2020,Australian Capital Territory,Male,Year 11 or equivalent,0.0
2020,Australian Capital Territory,Male,Year 10 or equivalent,0.0
2020,Australian Capital Territory,Female,Postgraduate Degree,1503.0
2020,Australian Capital Territory,Female,Graduate Diploma or Certificate,1437.5
2020,Australian Capital Territory,Female,Bachelor Degree,1500.0
2020,Australian Capital Territory,Female,Advanced Diploma or Diploma,1178.4
2020,Australian Capital Territory,Female,Certificate III or IV,950.0
2020,Australian Capital Territory,Female,Year 12 or equivalent,897.1
2020,Australian Capital Territory,Female,Year 11 or equivalent,0.0
2020,Australian Capital Territory,Female,Year 10 or equivalent,0.0
2020,Total,Male,Postgraduate Degree,1821.0
2020,Total,Male,Graduate Diploma or Certificate,1841.0
2020,Total,Male,Bachelor Degree,1600.0
2020,Total,Male,Advanced Diploma or Diploma,1442.0
2020,Total,Male,Certificate III or IV,1325.6
2020,Total,Male,Year 12 or equivalent,958.0
2020,Total,Male,Year 11 or equivalent,959.7
2020,Total,Male,Year 10 or equivalent,1045.0
2020,Total,Female,Postgraduate Degree,1441.7
2020,Total,Female,Graduate Diploma or Certificate,1431.6
2020,Total,Female,Bachelor Degree,1246.0
2020,Total,Female,Advanced Diploma or Diploma,984.5
2020,Total,Female,Certificate III or IV,868.7
2020,Total,Female,Year 12 or equivalent,767.7
2020,Total,Female,Year 11 or equivalent,701.8
2020,Total,Female,Year 10 or equivalent,750.5
2021,New South Wales,Male,Postgraduate Degree,2002.9
2021,New South Wales,Male,Graduate Diploma or Certificate,1858.9
2021,New South Wales,Male,Bachelor Degree,1649.0
2021,New South Wales,Male,Advanced Diploma or Diploma,1575.7
2021,New South Wales,Male,Certificate III or IV,1354.2
2021,New South Wales,Male,Year 12 or equivalent,1040.7
2021,New South Wales,Male,Year 11 or equivalent,832.7
2021,New South Wales,Male,Year 10 or equivalent,1089.3
2021,New South Wales,Female,Postgraduate Degree,1548.4
2021,New South Wales,Female,Graduate Diploma or Certificate,1599.3
2021,New South Wales,Female,Bachelor Degree,1344.8
2021,New South Wales,Female,Advanced Diploma or Diploma,1000.0
2021,New South Wales,Female,Certificate III or IV,950.0
2021,New South Wales,Female,Year 12 or equivalent,827.3
2021,New South Wales,Female,Year 11 or equivalent,476.2
2021,New South Wales,Female,Year 10 or equivalent,856.4
2021,Victoria,Male,Postgraduate Degree,1923.0
2021,Victoria,Male,Graduate Diploma or Certificate,1633.9
2021,Victoria,Male,Bachelor Degree,1624.5
2021,Victoria,Male,Advanced Diploma or Diploma,1358.8
2021,Victoria,Male,Certificate III or IV,1400.0
2021,Victoria,Male,Year 12 or equivalent,999.1
2021,Victoria,Male,Year 11 or equivalent,1000.0
2021,Victoria,Male,Year 10 or equivalent,1177.9
2021,Victoria,Female,Postgraduate Degree,1462.5
2021,Victoria,Female,Graduate Diploma or Certificate,1424.9
2021,Victoria,Female,Bachelor Degree,1277.3
2021,Victoria,Female,Advanced Diploma or Diploma,1031.9
2021,Victoria,Female,Certificate III or IV,801.6
2021,Victoria,Female,Year 12 or equivalent,739.5
2021,Victoria,Female,Year 11 or equivalent,741.3
2021,Victoria,Female,Year 10 or equivalent,662.2
2021,Queensland,Male,Postgraduate Degree,2183.3
2021,Queensland,Male,Graduate Diploma or Certificate,1786.1
2021,Queensland,Male,Bachelor Degree,1745.2
2021,Queensland,Male,Advanced Diploma or Diploma,1500.0
2021,Queensland,Male,Certificate III or IV,1400.0
2021,Queensland,Male,Year 12 or equivalent,1034.3
2021,Queensland,Male,Year 11 or equivalent,1000.0
2021,Queensland,Male,Year 10 or equivalent,1072.3
2021,Queensland,Female,Postgraduate Degree,1645.3
2021,Queensland,Female,Graduate Diploma or Certificate,1320.2
2021,Queensland,Female,Bachelor Degree,1248.7
2021,Queensland,Female,Advanced Diploma or Diploma,1024.0
2021,Queensland,Female,Certificate III or IV,920.0
2021,Queensland,Female,Year 12 or equivalent,865.0
2021,Queensland,Female,Year 11 or equivalent,506.7
2021,Queensland,Female,Year 10 or equivalent,790.5
2021,South Australia,Male,Postgraduate Degree,1703.1
2021,South Australia,Male,Graduate Diploma or Certificate,1438.5
2021,South Australia,Male,Bachelor Degree,1584.9
2021,South Australia,Male,Advanced Diploma or Diploma,1356.4
2021,South Australia,Male,Certificate III or IV,1357.1
2021,South Australia,Male,Year 12 or equivalent,1035.0
2021,South Australia,Male,Year 11 or equivalent,960.2
2021,South Australia,Male,Year 10 or equivalent,1097.2
2021,South Australia,Female,Postgraduate Degree,1263.2
2021,South Australia,Female,Graduate Diploma or Certificate,1242.3
2021,South Australia,Female,Bachelor Degree,1250.0
2021,South Australia,Female,Advanced Diploma or Diploma,1050.0
2021,South Australia,Female,Certificate III or IV,894.4
2021,South Australia,Female,Year 12 or equivalent,760.0
2021,South Australia,Female,Year 11 or equivalent,721.5
2021,South Australia,Female,Year 10 or equivalent,537.2
2021,Western Australia,Male,Postgraduate Degree,1750.0
2021,Western Australia,Male,Graduate Diploma or Certificate,2500.0
2021,Western Australia,Male,Bachelor Degree,1725.1
2021,Western Australia,Male,Advanced Diploma or Diploma,1725.4
2021,Western Australia,Male,Certificate III or IV,1697.8
2021,Western Australia,Male,Year 12 or equivalent,1050.0
2021,Western Australia,Male,Year 11 or equivalent,1315.3
2021,Western Australia,Male,Year 10 or equivalent,1326.8
2021,Western Australia,Female,Postgraduate Degree,1378.4
2021,Western Australia,Female,Graduate Diploma or Certificate,1600.0
2021,Western Australia,Female,Bachelor Degree,1191.5
2021,Western Australia,Female,Advanced Diploma or Diploma,1089.1
2021,Western Australia,Female,Certificate III or IV,913.7
2021,Western Australia,Female,Year 12 or equivalent,819.8
2021,Western Australia,Female,Year 11 or equivalent,700.0
2021,Western Australia,Female,Year 10 or equivalent,703.0
2021,Tasmania,Male,Postgraduate Degree,1447.1
2021,Tasmania,Male,Graduate Diploma or Certificate,1792.6
2021,Tasmania,Male,Bachelor Degree,1300.0
2021,Tasmania,Male,Advanced Diploma or Diploma,1300.0
2021,Tasmania,Male,Certificate III or IV,1296.2
2021,Tasmania,Male,Year 12 or equivalent,913.6
2021,Tasmania,Male,Year 11 or equivalent,945.8
2021,Tasmania,Male,Year 10 or equivalent,999.1
2021,Tasmania,Female,Postgraduate Degree,1151.7
2021,Tasmania,Female,Graduate Diploma or Certificate,1343.0
2021,Tasmania,Female,Bachelor Degree,1234.6
2021,Tasmania,Female,Advanced Diploma or Diploma,826.9
2021,Tasmania,Female,Certificate III or IV,799.4
2021,Tasmania,Female,Year 12 or equivalent,737.3
2021,Tasmania,Female,Year 11 or equivalent,538.1
2021,Tasmania,Female,Year 10 or equivalent,740.0
2021,Northern Territory,Male,Postgraduate Degree,2000.0
2021,Northern Territory,Male,Graduate Diploma or Certificate,0.0
2021,Northern Territory,Male,Bachelor Degree,1759.0
2021,Northern Territory,Male,Advanced Diploma or Diploma,1881.7
2021,Northern Territory,Male,Certificate III or IV,1450.6
2021,Northern Territory,Male,Year 12 or equivalent,1232.0
2021,Northern Territory,Male,Year 11 or equivalent,1600.0
2021,Northern Territory,Male,Year 10 or equivalent,1196.7
2021,Northern Territory,Female,Postgraduate Degree,1903.2
2021,Northern Territory,Female,Graduate Diploma or Certificate,1948.8
2021,Northern Territory,Female,Bachelor Degree,1522.1
2021,Northern Territory,Female,Advanced Diploma or Diploma,1123.0
2021,Northern Territory,Female,Certificate III or IV,1164.5
2021,Northern Territory,Female,Year 12 or equivalent,965.2
2021,Northern Territory,Female,Year 11 or equivalent,576.2
2021,Northern Territory,Female,Year 10 or equivalent,930.3
2021,Australian Capital Territory,Male,Postgraduate Degree,2408.7
2021,Australian Capital Territory,Male,Graduate Diploma or Certificate,2049.0
2021,Australian Capital Territory,Male,Bachelor Degree,1841.6
2021,Australian Capital Territory,Male,Advanced Diploma or Diploma,1504.7
2021,Australian Capital Territory,Male,Certificate III or IV,1602.8
2021,Australian Capital Territory,Male,Year 12 or equivalent,950.0
2021,Australian Capital Territory,Male,Year 11 or equivalent,0.0
2021,Australian Capital Territory,Male,Year 10 or equivalent,0.0
2021,Australian Capital Territory,Female,Postgraduate Degree,2050.8
2021,Australian Capital Territory,Female,Graduate Diploma or Certificate,1494.9
2021,Australian Capital Territory,Female,Bachelor Degree,1400.0
2021,Australian Capital Territory,Female,Advanced Diploma or Diploma,1371.0
2021,Australian Capital Territory,Female,Certificate III or IV,1120.6
2021,Australian Capital Territory,Female,Year 12 or equivalent,1050.8
2021,Australian Capital Territory,Female,Year 11 or equivalent,0.0
2021,Australian Capital Territory,Female,Year 10 or equivalent,857.4
2021,Total,Male,Postgraduate Degree,1979.5
2021,Total,Male,Graduate Diploma or Certificate,1896.9
2021,Total,Male,Bachelor Degree,1667.4
2021,Total,Male,Advanced Diploma or Diploma,1500.0
2021,Total,Male,Certificate III or IV,1400.0
2021,Total,Male,Year 12 or equivalent,1026.0
2021,Total,Male,Year 11 or equivalent,960.0
2021,Total,Male,Year 10 or equivalent,1100.0
2021,Total,Female,Postgraduate Degree,1500.0
2021,Total,Female,Graduate Diploma or Certificate,1495.0
2021,Total,Female,Bachelor Degree,1288.0
2021,Total,Female,Advanced Diploma or Diploma,1025.9
2021,Total,Female,Certificate III or IV,900.0
2021,Total,Female,Year 12 or equivalent,814.1
2021,Total,Female,Year 11 or equivalent,650.0
2021,Total,Female,Year 10 or equivalent,737.6
2022,New South Wales,Male,Postgraduate Degree,2190.6
2022,New South Wales,Male,Graduate Diploma or Certificate,1900.0
2022,New South Wales,Male,Bachelor Degree,1800.0
2022,New South Wales,Male,Advanced Diploma or Diploma,1784.6
2022,New South Wales,Male,Certificate III or IV,1400.0
2022,New South Wales,Male,Year 12 or equivalent,1023.1
2022,New South Wales,Male,Year 11 or equivalent,956.3
2022,New South Wales,Male,Year 10 or equivalent,1100.0
2022,New South Wales,Female,Postgraduate Degree,1599.8
2022,New South Wales,Female,Graduate Diploma or Certificate,1640.7
2022,New South Wales,Female,Bachelor Degree,1400.0
2022,New South Wales,Female,Advanced Diploma or Diploma,1100.0
2022,New South Wales,Female,Certificate III or IV,989.6
2022,New South Wales,Female,Year 12 or equivalent,900.0
2022,New South Wales,Female,Year 11 or equivalent,361.3
2022,New South Wales,Female,Year 10 or equivalent,776.7
2022,Victoria,Male,Postgraduate Degree,1839.7
2022,Victoria,Male,Graduate Diploma or Certificate,1965.7
2022,Victoria,Male,Bachelor Degree,1609.1
2022,Victoria,Male,Advanced Diploma or Diploma,1500.0
2022,Victoria,Male,Certificate III or IV,1442.0
2022,Victoria,Male,Year 12 or equivalent,1050.0
2022,Victoria,Male,Year 11 or equivalent,977.0
2022,Victoria,Male,Year 10 or equivalent,1099.6
2022,Victoria,Female,Postgraduate Degree,1596.4
2022,Victoria,Female,Graduate Diploma or Certificate,1256.0
2022,Victoria,Female,Bachelor Degree,1318.4
2022,Victoria,Female,Advanced Diploma or Diploma,1152.2
2022,Victoria,Female,Certificate III or IV,865.3
2022,Victoria,Female,Year 12 or equivalent,862.9
2022,Victoria,Female,Year 11 or equivalent,629.7
2022,Victoria,Female,Year 10 or equivalent,794.3
2022,Queensland,Male,Postgraduate Degree,2114.7
2022,Queensland,Male,Graduate Diploma or Certificate,2241.9
2022,Queensland,Male,Bachelor Degree,1750.0
2022,Queensland,Male,Advanced Diploma or Diploma,1687.9
2022,Queensland,Male,Certificate III or IV,1487.7
2022,Queensland,Male,Year 12 or equivalent,1075.8
2022,Queensland,Male,Year 11 or equivalent,974.3
2022,Queensland,Male,Year 10 or equivalent,1123.9
2022,Queensland,Female,Postgraduate Degree,1631.6
2022,Queensland,Female,Graduate Diploma or Certificate,1623.4
2022,Queensland,Female,Bachelor Degree,1442.0
2022,Queensland,Female,Advanced Diploma or Diploma,1148.2
2022,Queensland,Female,Certificate III or IV,975.1
2022,Queensland,Female,Year 12 or equivalent,896.0
2022,Queensland,Female,Year 11 or equivalent,387.8
2022,Queensland,Female,Year 10 or equivalent,774.6
2022,South Australia,Male,Postgraduate Degree,1842.9
2022,South Australia,Male,Graduate Diploma or Certificate,1838.4
2022,South Australia,Male,Bachelor Degree,1541.8
2022,South Australia,Male,Advanced Diploma or Diploma,1444.0
2022,South Australia,Male,Certificate III or IV,1350.0
2022,South Australia,Male,Year 12 or equivalent,1000.0
2022,South Australia,Male,Year 11 or equivalent,1038.8
2022,South Australia,Male,Year 10 or equivalent,1013.5
2022,South Australia,Female,Postgraduate Degree,1106.0
2022,South Australia,Female,Graduate Diploma or Certificate,1450.0
2022,South Australia,Female,Bachelor Degree,1279.4
2022,South Australia,Female,Advanced Diploma or Diploma,1150.0
2022,South Australia,Female,Certificate III or IV,900.4
2022,South Australia,Female,Year 12 or equivalent,838.3
2022,South Australia,Female,Year 11 or equivalent,674.5
2022,South Australia,Female,Year 10 or equivalent,800.0
2022,Western Australia,Male,Postgraduate Degree,2250.0
2022,Western Australia,Male,Graduate Diploma or Certificate,2315.2
2022,Western Australia,Male,Bachelor Degree,1953.7
2022,Western Australia,Male,Advanced Diploma or Diploma,1800.0
2022,Western Australia,Male,Certificate III or IV,1900.0
2022,Western Australia,Male,Year 12 or equivalent,1150.0
2022,Western Australia,Male,Year 11 or equivalent,931.7
2022,Western Australia,Male,Year 10 or equivalent,1650.0
2022,Western Australia,Female,Postgraduate Degree,1269.1
2022,Western Australia,Female,Graduate Diploma or Certificate,1584.8
2022,Western Australia,Female,Bachelor Degree,1354.9
2022,Western Australia,Female,Advanced Diploma or Diploma,1082.7
2022,Western Australia,Female,Certificate III or IV,1000.0
2022,Western Australia,Female,Year 12 or equivalent,829.3
2022,Western Australia,Female,Year 11 or equivalent,697.9
2022,Western Australia,Female,Year 10 or equivalent,856.2
2022,Tasmania,Male,Postgraduate Degree,1233.8
2022,Tasmania,Male,Graduate Diploma or Certificate,1550.0
2022,Tasmania,Male,Bachelor Degree,1701.0
2022,Tasmania,Male,Advanced Diploma or Diploma,1555.2
2022,Tasmania,Male,Certificate III or IV,1350.0
2022,Tasmania,Male,Year 12 or equivalent,907.5
2022,Tasmania,Male,Year 11 or equivalent,1046.5
2022,Tasmania,Male,Year 10 or equivalent,1170.6
2022,Tasmania,Female,Postgraduate Degree,1100.0
2022,Tasmania,Female,Graduate Diploma or Certificate,1229.9
2022,Tasmania,Female,Bachelor Degree,1250.0
2022,Tasmania,Female,Advanced Diploma or Diploma,1050.0
2022,Tasmania,Female,Certificate III or IV,893.1
2022,Tasmania,Female,Year 12 or equivalent,750.0
2022,Tasmania,Female,Year 11 or equivalent,533.6
2022,Tasmania,Female,Year 10 or equivalent,812.7
2022,Northern Territory,Male,Postgraduate Degree,1211.6
2022,Northern Territory,Male,Graduate Diploma or Certificate,0.0
2022,Northern Territory,Male,Bachelor Degree,1688.2
2022,Northern Territory,Male,Advanced Diploma or Diploma,1507.9
2022,Northern Territory,Male,Certificate III or IV,1782.9
2022,Northern Territory,Male,Year 12 or equivalent,1319.5
2022,Northern Territory,Male,Year 11 or equivalent,962.6
2022,Northern Territory,Male,Year 10 or equivalent,1464.9
2022,Northern Territory,Female,Postgraduate Degree,1731.9
2022,Northern Territory,Female,Graduate Diploma or Certificate,2154.2
2022,Northern Territory,Female,Bachelor Degree,1250.0
2022,Northern Territory,Female,Advanced Diploma or Diploma,1555.1
2022,Northern Territory,Female,Certificate III or IV,1191.3
2022,Northern Territory,Female,Year 12 or equivalent,1016.0
2022,Northern Territory,Female,Year 11 or equivalent,750.2
2022,Northern Territory,Female,Year 10 or equivalent,1109.4
2022,Australian Capital Territory,Male,Postgraduate Degree,2201.3
2022,Australian Capital Territory,Male,Graduate Diploma or Certificate,2639.5
2022,Australian Capital Territory,Male,Bachelor Degree,1872.6
2022,Australian Capital Territory,Male,Advanced Diploma or Diploma,2000.0
2022,Australian Capital Territory,Male,Certificate III or IV,1520.6
2022,Australian Capital Territory,Male,Year 12 or equivalent,1250.0
2022,Australian Capital Territory,Male,Year 11 or equivalent,0.0
2022,Australian Capital Territory,Male,Year 10 or equivalent,0.0
2022,Australian Capital Territory,Female,Postgraduate Degree,1702.3
2022,Australian Capital Territory,Female,Graduate Diploma or Certificate,1538.5
2022,Australian Capital Territory,Female,Bachelor Degree,1500.0
2022,Australian Capital Territory,Female,Advanced Diploma or Diploma,1371.6
2022,Australian Capital Territory,Female,Certificate III or IV,1300.0
2022,Australian Capital Territory,Female,Year 12 or equivalent,800.0
2022,Australian Capital Territory,Female,Year 11 or equivalent,0.0
2022,Australian Capital Territory,Female,Year 10 or equivalent,0.0
2022,Total,Male,Postgraduate Degree,2071.4
2022,Total,Male,Graduate Diploma or Certificate,2018.4
2022,Total,Male,Bachelor Degree,1726.0
2022,Total,Male,Advanced Diploma or Diploma,1649.5
2022,Total,Male,Certificate III or IV,1489.2
2022,Total,Male,Year 12 or equivalent,1050.0
2022,Total,Male,Year 11 or equivalent,1000.0
2022,Total,Male,Year 10 or equivalent,1141.0
2022,Total,Female,Postgraduate Degree,1551.4
2022,Total,Female,Graduate Diploma or Certificate,1511.0
2022,Total,Female,Bachelor Degree,1380.0
2022,Total,Female,Advanced Diploma or Diploma,1125.6
2022,Total,Female,Certificate III or IV,950.0
2022,Total,Female,Year 12 or equivalent,875.0
2022,Total,Female,Year 11 or equivalent,527.4
2022,Total,Female,Year 10 or equivalent,800.0
2023,New South Wales,Male,Postgraduate Degree,2204.1
2023,New South Wales,Male,Graduate Diploma or Certificate,2000.0
2023,New South Wales,Male,Bachelor Degree,1855.0
2023,New South Wales,Male,Advanced Diploma or Diploma,1533.6
2023,New South Wales,Male,Certificate III or IV,1545.8
2023,New South Wales,Male,Year 12 or equivalent,1150.0
2023,New South Wales,Male,Year 11 or equivalent,944.3
2023,New South Wales,Male,Year 10 or equivalent,1200.0
2023,New South Wales,Female,Postgraduate Degree,1756.3
2023,New South Wales,Female,Graduate Diploma or Certificate,1497.9
2023,New South Wales,Female,Bachelor Degree,1500.0
2023,New South Wales,Female,Advanced Diploma or Diploma,1132.4
2023,New South Wales,Female,Certificate III or IV,1003.6
2023,New South Wales,Female,Year 12 or equivalent,925.0
2023,New South Wales,Female,Year 11 or equivalent,571.8
2023,New South Wales,Female,Year 10 or equivalent,887.5
2023,Victoria,Male,Postgraduate Degree,2030.6
2023,Victoria,Male,Graduate Diploma or Certificate,1915.8
2023,Victoria,Male,Bachelor Degree,1835.6
2023,Victoria,Male,Advanced Diploma or Diploma,1600.0
2023,Victoria,Male,Certificate III or IV,1500.0
2023,Victoria,Male,Year 12 or equivalent,1111.1
2023,Victoria,Male,Year 11 or equivalent,962.0
2023,Victoria,Male,Year 10 or equivalent,1050.0
2023,Victoria,Female,Postgraduate Degree,1576.6
2023,Victoria,Female,Graduate Diploma or Certificate,1536.1
2023,Victoria,Female,Bachelor Degree,1417.6
2023,Victoria,Female,Advanced Diploma or Diploma,1150.0
2023,Victoria,Female,Certificate III or IV,964.5
2023,Victoria,Female,Year 12 or equivalent,850.0
2023,Victoria,Female,Year 11 or equivalent,876.5
2023,Victoria,Female,Year 10 or equivalent,576.3
2023,Queensland,Male,Postgraduate Degree,2248.2
2023,Queensland,Male,Graduate Diploma or Certificate,2202.0
2023,Queensland,Male,Bachelor Degree,1980.9
2023,Queensland,Male,Advanced Diploma or Diploma,1681.0
2023,Queensland,Male,Certificate III or IV,1598.9
2023,Queensland,Male,Year 12 or equivalent,1106.9
2023,Queensland,Male,Year 11 or equivalent,813.7
2023,Queensland,Male,Year 10 or equivalent,1200.0
2023,Queensland,Female,Postgraduate Degree,1860.7
2023,Queensland,Female,Graduate Diploma or Certificate,1700.0
2023,Queensland,Female,Bachelor Degree,1479.8
2023,Queensland,Female,Advanced Diploma or Diploma,1116.8
2023,Queensland,Female,Certificate III or IV,1066.4
2023,Queensland,Female,Year 12 or equivalent,950.0
2023,Queensland,Female,Year 11 or equivalent,650.8
2023,Queensland,Female,Year 10 or equivalent,831.7
2023,South Australia,Male,Postgraduate Degree,1917.0
2023,South Australia,Male,Graduate Diploma or Certificate,2271.2
2023,South Australia,Male,Bachelor Degree,1547.4
2023,South Australia,Male,Advanced Diploma or Diploma,1581.1
2023,South Australia,Male,Certificate III or IV,1445.5
2023,South Australia,Male,Year 12 or equivalent,1024.1
2023,South Australia,Male,Year 11 or equivalent,1200.0
2023,South Australia,Male,Year 10 or equivalent,1000.0
2023,South Australia,Female,Postgraduate Degree,1438.1
2023,South Australia,Female,Graduate Diploma or Certificate,1500.0
2023,South Australia,Female,Bachelor Degree,1284.1
2023,South Australia,Female,Advanced Diploma or Diploma,1201.5
2023,South Australia,Female,Certificate III or IV,1000.0
2023,South Australia,Female,Year 12 or equivalent,788.7
2023,South Australia,Female,Year 11 or equivalent,760.1
2023,South Australia,Female,Year 10 or equivalent,529.6
2023,Western Australia,Male,Postgraduate Degree,2449.4
2023,Western Australia,Male,Graduate Diploma or Certificate,2218.2
2023,Western Australia,Male,Bachelor Degree,1750.0
2023,Western Australia,Male,Advanced Diploma or Diploma,1857.2
2023,Western Australia,Male,Certificate III or IV,1800.0
2023,Western Australia,Male,Year 12 or equivalent,1200.0
2023,Western Australia,Male,Year 11 or equivalent,1225.5
2023,Western Australia,Male,Year 10 or equivalent,1272.1
2023,Western Australia,Female,Postgraduate Degree,1500.0
2023,Western Australia,Female,Graduate Diploma or Certificate,1749.1
2023,Western Australia,Female,Bachelor Degree,1450.0
2023,Western Australia,Female,Advanced Diploma or Diploma,1100.0
2023,Western Australia,Female,Certificate III or IV,1101.4
2023,Western Australia,Female,Year 12 or equivalent,900.0
2023,Western Australia,Female,Year 11 or equivalent,561.7
2023,Western Australia,Female,Year 10 or equivalent,826.0
2023,Tasmania,Male,Postgraduate Degree,1636.7
2023,Tasmania,Male,Graduate Diploma or Certificate,0.0
2023,Tasmania,Male,Bachelor Degree,1500.0
2023,Tasmania,Male,Advanced Diploma or Diploma,1379.6
2023,Tasmania,Male,Certificate III or IV,1475.8
2023,Tasmania,Male,Year 12 or equivalent,1200.0
2023,Tasmania,Male,Year 11 or equivalent,1083.6
2023,Tasmania,Male,Year 10 or equivalent,1200.0
2023,Tasmania,Female,Postgraduate Degree,1500.0
2023,Tasmania,Female,Graduate Diploma or Certificate,1632.6
2023,Tasmania,Female,Bachelor Degree,1343.1
2023,Tasmania,Female,Advanced Diploma or Diploma,978.7
2023,Tasmania,Female,Certificate III or IV,1003.5
2023,Tasmania,Female,Year 12 or equivalent,922.0
2023,Tasmania,Female,Year 11 or equivalent,719.3
2023,Tasmania,Female,Year 10 or equivalent,789.2
2023,Northern Territory,Male,Postgraduate Degree,1800.0
2023,Northern Territory,Male,Graduate Diploma or Certificate,0.0
2023,Northern Territory,Male,Bachelor Degree,1662.3
2023,Northern Territory,Male,Advanced Diploma or Diploma,1969.0
2023,Northern Territory,Male,Certificate III or IV,1742.2
2023,Northern Territory,Male,Year 12 or equivalent,1133.1
2023,Northern Territory,Male,Year 11 or equivalent,1500.0
2023,Northern Territory,Male,Year 10 or equivalent,1609.4
2023,Northern Territory,Female,Postgraduate Degree,1546.9
2023,Northern Territory,Female,Graduate Diploma or Certificate,1378.5
2023,Northern Territory,Female,Bachelor Degree,1458.6
2023,Northern Territory,Female,Advanced Diploma or Diploma,1504.4
2023,Northern Territory,Female,Certificate III or IV,1164.5
2023,Northern Territory,Female,Year 12 or equivalent,1041.3
2023,Northern Territory,Female,Year 11 or equivalent,625.8
2023,Northern Territory,Female,Year 10 or equivalent,0.0
2023,Australian Capital Territory,Male,Postgraduate Degree,2207.5
2023,Australian Capital Territory,Male,Graduate Diploma or Certificate,1837.4
2023,Australian Capital Territory,Male,Bachelor Degree,1669.8
2023,Australian Capital Territory,Male,Advanced Diploma or Diploma,1474.6
2023,Australian Capital Territory,Male,Certificate III or IV,1538.0
2023,Australian Capital Territory,Male,Year 12 or equivalent,1270.6
2023,Australian Capital Territory,Male,Year 11 or equivalent,0.0
2023,Australian Capital Territory,Male,Year 10 or equivalent,1242.1
2023,Australian Capital Territory,Female,Postgraduate Degree,1795.6
2023,Australian Capital Territory,Female,Graduate Diploma or Certificate,1999.1
2023,Australian Capital Territory,Female,Bachelor Degree,1671.8
2023,Australian Capital Territory,Female,Advanced Diploma or Diploma,1414.0
2023,Australian Capital Territory,Female,Certificate III or IV,1413.9
2023,Australian Capital Territory,Female,Year 12 or equivalent,1027.3
2023,Australian Capital Territory,Female,Year 11 or equivalent,0.0
2023,Australian Capital Territory,Female,Year 10 or equivalent,0.0
2023,Total,Male,Postgraduate Degree,2135.5
2023,Total,Male,Graduate Diploma or Certificate,2068.5
2023,Total,Male,Bachelor Degree,1841.0
2023,Total,Male,Advanced Diploma or Diploma,1614.5
2023,Total,Male,Certificate III or IV,1557.0
2023,Total,Male,Year 12 or equivalent,1140.0
2023,Total,Male,Year 11 or equivalent,1000.0
2023,Total,Male,Year 10 or equivalent,1150.0
2023,Total,Female,Postgraduate Degree,1691.3
2023,Total,Female,Graduate Diploma or Certificate,1599.0
2023,Total,Female,Bachelor Degree,1441.2
2023,Total,Female,Advanced Diploma or Diploma,1150.0
2023,Total,Female,Certificate III or IV,1032.1
2023,Total,Female,Year 12 or equivalent,900.0
2023,Total,Female,Year 11 or equivalent,770.9
2023,Total,Female,Year 10 or equivalent,839.5
